taxon_id,scientific_name,vernacular_name_ja,taxon_group_ja,redlist_kanagawa,redlist_national,ias_category,gbif_match_type,source_id,reason
wamei:オオジュリン,,オオジュリン,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オオソリハシシギ,,オオソリハシシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オオタカ,,オオタカ,鳥類,(繁)絶滅危惧Ⅱ類、(非)希少種,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オオヨシキリ,,オオヨシキリ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オオヨシゴイ,,オオヨシゴイ,鳥類,(非)絶滅危惧Ⅱ類,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オオヨシノボリ,,オオヨシノボリ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オオルリ,,オオルリ,鳥類,(繁)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オグロシギ,,オグロシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オコジョ,,オコジョ,哺乳類,絶滅,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オシドリ,,オシドリ,鳥類,(繁)希少種、(非)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オバシギ,,オバシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:オヒキコウモリ,,オヒキコウモリ,哺乳類,情報不足,情報不足,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カジカ,,カジカ,汽水・淡水魚類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カッコウ,,カッコウ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カマキリ,,カマキリ,汽水・淡水魚類,絶滅危惧ⅠA類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カマツカ,,カマツカ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カヤネズミ,,カヤネズミ,哺乳類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カラスバト,,カラスバト,鳥類,(繁)絶滅種、(非)絶滅種,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カワアナゴ,,カワアナゴ,汽水・淡水魚類,絶滅危惧ⅠB類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カワウソ,,カワウソ,哺乳類,絶滅,絶滅危惧ⅠA類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カワガラス,,カワガラス,鳥類,(繁)減少種、(非)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カワネズミ,,カワネズミ,哺乳類,準絶滅危惧,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:カワラヒワ,,カワラヒワ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キアシシギ,,キアシシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キクイタダキ,,キクイタダキ,鳥類,(繁)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キクガシラコウモリ,,キクガシラコウモリ,哺乳類,絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キセキレイ,,キセキレイ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キチヌ,,キチヌ,汽水・淡水魚類,情報不足,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キツネ,,キツネ,哺乳類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キビタキ,,キビタキ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キョウジョシギ,,キョウジョシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:キンブナ,,キンブナ,汽水・淡水魚類,絶滅危惧ⅠB類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ギバチ,,ギバチ,汽水・淡水魚類,絶滅危惧ⅠA類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:クイナ,,クイナ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:クサシギ,,クサシギ,鳥類,(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:クマタカ,,クマタカ,鳥類,(繁)絶滅危惧Ⅱ類、(非)絶滅危惧Ⅱ類,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:クロサギ,,クロサギ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:クロジ,,クロジ,鳥類,(繁)絶滅危惧Ⅰ類、(非)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:クロツグミ,,クロツグミ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:クロヨシノボリ,,クロヨシノボリ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ケリ,,ケリ,鳥類,(繁)希少種、(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コアオアシシギ,,コアオアシシギ,鳥類,(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コアジサシ,,コアジサシ,鳥類,(繁)絶滅危惧Ⅰ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コイ,,コイ,汽水・淡水魚類,情報不足,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コウベモグラ,,コウベモグラ,哺乳類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コガラ,,コガラ,鳥類,(繁)絶滅危惧Ⅱ類、(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コキクガシラコウモリ,,コキクガシラコウモリ,哺乳類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コサメビタキ,,コサメビタキ,鳥類,(繁)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コシアカツバメ,,コシアカツバメ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コジュリン,,コジュリン,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コチドリ,,コチドリ,鳥類,(繁)注目種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コテングコウモリ,,コテングコウモリ,哺乳類,絶滅危惧Ⅰ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コノハズク,,コノハズク,鳥類,(繁)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コマドリ,,コマドリ,鳥類,(繁)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コミミズク,,コミミズク,鳥類,(非)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コヨシキリ,,コヨシキリ,鳥類,(繁)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:コルリ,,コルリ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ゴクラクハゼ,,ゴクラクハゼ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ゴジュウカラ,,ゴジュウカラ,鳥類,(繁)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:サギ類の集団繁殖地,,サギ類の集団繁殖地,鳥類,絶滅のおそれのある地域個体群,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ササゴイ,,ササゴイ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:サシバ,,サシバ,鳥類,(繁)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:サツキハゼ,,サツキハゼ,汽水・淡水魚類,情報不足,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:サルハマシギ,,サルハマシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:サンカノゴイ,,サンカノゴイ,鳥類,(非)情報不足,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:サンコウチョウ,,サンコウチョウ,鳥類,(繁)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:サンショウクイ,,サンショウクイ,鳥類,(繁)絶滅危惧Ⅱ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:シナイモツゴ,,シナイモツゴ,汽水・淡水魚類,情報不足,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:シマアジ,,シマアジ,鳥類,(非)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:シマドジョウ,,シマドジョウ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:シマヘビ,,シマヘビ,爬虫類,要注意種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:シュレーゲルアオガエル,,シュレーゲルアオガエル,両生類,要注意種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:シロウオ,,シロウオ,汽水・淡水魚類,情報不足,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:シロチドリ,,シロチドリ,鳥類,(繁)絶滅危惧Ⅱ類、(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ジュウイチ,,ジュウイチ,鳥類,(繁)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ジュズカケハゼ,,ジュズカケハゼ,汽水・淡水魚類,情報不足,絶滅のおそれのある地域個体群,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:スナメリ,,スナメリ,哺乳類,絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:スナヤツメ,,スナヤツメ,汽水・淡水魚類,絶滅危惧ⅠB類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:スミウキゴリ,,スミウキゴリ,汽水・淡水魚類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:スミスネズミ,,スミスネズミ,哺乳類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:セグロセキレイ,,セグロセキレイ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:セッカ,,セッカ,鳥類,(繁)減少種、(非)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:センダイムシクイ,,センダイムシクイ,鳥類,(繁)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ゼニタナゴ,,ゼニタナゴ,汽水・淡水魚類,野生絶滅,絶滅危惧ⅠB類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ソリハシシギ,,ソリハシシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:タカハヤ,,タカハヤ,汽水・淡水魚類,絶滅危惧ⅠB類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:タカブシギ,,タカブシギ,鳥類,(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:タゲリ,,タゲリ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:タシギ,,タシギ,鳥類,(非)注目種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:タナゴ,,タナゴ,汽水・淡水魚類,絶滅,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:タマシギ,,タマシギ,鳥類,(繁)絶滅危惧Ⅰ類、(非)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ダイシャクシギ,,ダイシャクシギ,鳥類,(非)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ダイゼン,,ダイゼン,鳥類,(非)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:チゴモズ,,チゴモズ,鳥類,(繁)絶滅危惧Ⅰ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:チチブコウモリ,,チチブコウモリ,哺乳類,絶滅危惧Ⅰ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:チチブモドキ,,チチブモドキ,汽水・淡水魚類,情報不足,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:チュウシャクシギ,,チュウシャクシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:チュウヒ,,チュウヒ,鳥類,(非)絶滅危惧Ⅱ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ツキノワグマ,,ツキノワグマ,哺乳類,絶滅危惧Ⅰ類,絶滅のおそれのある地域個体群,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ツチガエル,,ツチガエル,両生類,要注意種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ツバメ,,ツバメ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ツミ,,ツミ,鳥類,(繁)絶滅危惧Ⅱ類、(非)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ツルシギ,,ツルシギ,鳥類,(非)準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:テングコウモリ,,テングコウモリ,哺乳類,絶滅危惧Ⅰ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:テングヨウジ,,テングヨウジ,汽水・淡水魚類,注目種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トウキョウサンショウウオ,,トウキョウサンショウウオ,両生類,絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トウキョウダルマガエル,,トウキョウダルマガエル,両生類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トウネン,,トウネン,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トカゲ,,トカゲ,爬虫類,要注意種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トキ,,トキ,鳥類,(繁)不明種、(非)不明種,野生絶滅,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トノサマガエル,,トノサマガエル,両生類,絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トビハゼ,,トビハゼ,汽水・淡水魚類,絶滅危惧ⅠB類,絶滅のおそれのある地域個体群,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トモエガモ,,トモエガモ,鳥類,(非)希少種,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トラツグミ,,トラツグミ,鳥類,(繁)減少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:トラフズク,,トラフズク,鳥類,(非)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ナガレタゴガエル,,ナガレタゴガエル,両生類,希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ナマズ,,ナマズ,汽水・淡水魚類,注目種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ニゴイ,,ニゴイ,汽水・淡水魚類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ニホンアカガエル,,ニホンアカガエル,両生類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ニホンアシカ,,ニホンアシカ,哺乳類,絶滅,絶滅危惧ⅠA類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ニホンカモシカ,,ニホンカモシカ,哺乳類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ニホンザルの西湘地域個体群,,ニホンザルの西湘地域個体群,哺乳類,絶滅のおそれのある地域個体群,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ニホンリス,,ニホンリス,哺乳類,準絶滅危惧,絶滅のおそれのある地域個体群,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ニュウナイスズメ,,ニュウナイスズメ,鳥類,(非)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ノジコ,,ノジコ,鳥類,(繁)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ノスリ,,ノスリ,鳥類,(繁)絶滅危惧Ⅱ類、(非)希少種,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ハイタカ,,ハイタカ,鳥類,(繁)情報不足、(非)希少種,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ハコネサンショウウオ,,ハコネサンショウウオ,両生類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ハタネズミ,,ハタネズミ,哺乳類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ハチクマ,,ハチクマ,鳥類,(繁)絶滅危惧Ⅰ類,準絶滅危惧,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ハマシギ,,ハマシギ,鳥類,(非)絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ハヤブサ,,ハヤブサ,鳥類,(繁)絶滅危惧Ⅰ類、(非)希少種,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒクイナ,,ヒクイナ,鳥類,(繁)絶滅危惧Ⅰ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒダサンショウウオ,,ヒダサンショウウオ,両生類,絶滅危惧Ⅱ類,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒナコウモリ,,ヒナコウモリ,哺乳類,絶滅危惧Ⅱ類,絶滅危惧Ⅱ類,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
wamei:ヒバカリ,,ヒバカリ,爬虫類,準絶滅危惧,,,,kanagawa_rdb2006_animals,GBIFへの照会自体が未実施（gbif_taxon_key欠落・gbif_match_type=NULL）
